Date	Game	Song	Group	Composers	Converters	Binary	Audio	Duration	Tracks	Categories	Notes
|Sat Sep 23 2023 01:15:12 GMT-0500 (Central Daylight Time)	|Metroid Prime 2: Echoes	|Menu Select	|bgm	|Kenji Yamamoto	|BashPrime	|binaries/Metroid Prime 2 Echoes/Menu Select by BashPrime (0b4e4987-9c1a-4f13-a45a-5c03f4293462).bin	|https://www.youtube.com/watch?v=kCKfsZ8leII	|92.67401446875002	|12	|Lobbies and Shops, Interiors, Exteriors	|
|Sat Sep 23 2023 16:11:31 GMT-0500 (Central Daylight Time)	|The Angry Video Game Nerd II: ASSimilation	|Shitty Security Breach	|bgm	|Sam Beddoes	|GlitchGlider	|binaries/The Angry Video Game Nerd II ASSimilation/Shitty Security Breach by GlitchGlider (7bc04c2d-2024-4b31-b862-f530ddec8393).bin	|https://youtu.be/htiv5zHxUL0	|137.16504140625	|14	|Fights, Interiors	|
|Sat Sep 23 2023 16:14:04 GMT-0500 (Central Daylight Time)	|Other	|Tiny Mod 8	|bgm	|Burnt Fishy	|GlitchGlider	|binaries/Other/Tiny Mod 8 by GlitchGlider (9d892868-7ff5-4edf-baba-1f32d27ec633).bin	|https://youtu.be/uuyPDfs1bIY	|86.11610587500002	|10	|Exteriors, Happy	|
|Sat Sep 23 2023 20:26:15 GMT-0500 (Central Daylight Time)	|F-Zero	|Big Blue	|bgm	|Yumiko Kanki, Naoto Ishida	|AaronDobbe	|binaries/F-Zero/Big Blue by AaronDobbe (53c3c6b8-7066-45b6-98f2-3ca1c6d6820c).bin	|https://www.youtube.com/watch?v=wC9K7BF9qvY	|60.0264494375	|7	|Exteriors, Minigames	|
|Sat Sep 23 2023 23:11:25 GMT-0500 (Central Daylight Time)	|Persona 5	|Crane Game (Victory Jingle)	|events	|Ryota Koduka	|Schwartz Gandhi	|binaries/Persona 5/Crane Game (Victory Jingle) by Schwartz Gandhi (2e2b98b4-c34f-48ee-8054-9337f438908d).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1155444521161736252/CraneGameVictoryJingle.mp3	|4.49033641875	|3	|Collection	|
|Sun Sep 24 2023 19:22:29 GMT-0500 (Central Daylight Time)	|Rise Of The Triad	|Apogee Fanfare	|events	|Bobby Prince	|Mr_Rippe	|binaries/Rise Of The Triad/Apogee Fanfare by Mr_Rippe (b28772b7-6dad-48e0-a961-7a7925b3184c).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1155874046374858824/ApogeeFanfare.mp3	|9.111102	|11	|Lobbies and Shops, Happy, Spawning, Collection	|
|Sun Sep 24 2023 22:09:01 GMT-0500 (Central Daylight Time)	|Super Mario World 2: Yoshi's Island	|Flower Garden	|bgm	|Koji Kondo	|UmedMuzl	|binaries/Super Mario World 2 Yoshis Island/Flower Garden by UmedMuzl (0f092598-dcec-4500-b05f-9476bc8ed26a).bin	|https://www.youtube.com/watch?v=ZUHjx0ZP1iM	|165.4865865520833	|11	|Exteriors, Happy	|
|Mon Sep 25 2023 01:31:13 GMT-0500 (Central Daylight Time)	|Star Fox	|Controls	|bgm	|Hajime Hirasawa	|BashPrime	|binaries/Star Fox/Controls by BashPrime (b4fd71e6-2d86-4a7c-a437-57bd4b65b4b8).bin	|https://www.youtube.com/watch?v=jMCYtpPCcOY	|32.66951875	|9	|Lobbies and Shops, Interiors, Exteriors, Calm	|
|Mon Sep 25 2023 19:56:38 GMT-0500 (Central Daylight Time)	|Chrono Trigger	|Battle with Magus	|bgm	|Yasunori Mitsuda	|CFG_Jobber	|binaries/Chrono Trigger/Battle with Magus by CFG_Jobber (52a13e95-18d1-4dad-84ae-6325b9b3333b).bin	|https://youtu.be/GG95uPR3gKc	|79.96529075	|11	|Fights	|Thanks to @UmedMuzl for help getting this over the finish line!
|Mon Sep 25 2023 23:23:09 GMT-0500 (Central Daylight Time)	|Kirby Super Star	|Run, Kirby, Run!	|bgm	|Jun Ishikawa	|Wibdiwoh	|binaries/Kirby Super Star/Run, Kirby, Run by Wibdiwoh (faec1a08-f4ae-49f6-aacd-223db79c316c).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1156376204132233236/RunKirbyRun.mp3?ex=6514bec3&is=65136d43&hm=222eed197f30f8873ae96ee2ad7c4308c22e6d82bbf32091c373eba9814498d7&	|64.24807175	|16	|Fights, Minigames, Happy	|a.k.a "Gourmet Race"
|Tue Sep 26 2023 16:02:08 GMT-0500 (Central Daylight Time)	|Mario Kart Wii	|Coconut Mall	|bgm	|Ryo Nagamatsu	|UmedMuzl	|binaries/Mario Kart Wii/Coconut Mall by UmedMuzl (8543e027-d41d-4291-abab-571f09f0c239).bin	|https://www.youtube.com/watch?v=RlyrIeyzmRI	|145.67693765625	|16	|Exteriors, Happy	|
|Wed Sep 27 2023 15:01:42 GMT-0500 (Central Daylight Time)	|Call of Duty: Black Ops	|Damned	|bgm	|Kevin Sherwood	|Schwartz Gandhi	|binaries/Call of Duty Black Ops/Damned by Schwartz Gandhi (bf43fad9-96e3-4da2-8821-74fe35a8d3fd).bin	|https://youtu.be/gcvj8Oe9Q3E	|96.000048	|8	|Gloomy, Lobbies and Shops, Exteriors	|Fetch me their souls!
|Wed Sep 27 2023 15:59:14 GMT-0500 (Central Daylight Time)	|Mario Party 7	|Neon Nation	|bgm	|Hironobu Yahata, Shinya Outouge	|UmedMuzl	|binaries/Mario Party 7/Neon Nation by UmedMuzl (b89cbcac-6864-4e5b-bffc-5b92754a63bd).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1156718439038197920/NeonNation.mp3?ex=6515fd7e&is=6514abfe&hm=7e0afe87a567a5a956a516177fd6bcc2edff19183db216eb0e01533b623ff289&	|92.53356131249998	|15	|Lobbies and Shops, Minigames, Happy, Delisted	|
|Fri Sep 29 2023 22:05:42 GMT-0500 (Central Daylight Time)	|Sonic & Knuckles	|Flying Battery Zone Act 1	|bgm	|Howard Drossin	|Wibdiwoh	|binaries/Sonic  Knuckles/Flying Battery Zone Act 1 by Wibdiwoh (48f0718b-5d0c-4cc3-9c01-4b68b4a90212).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1157515166582321162/FlyingBatteryZoneAct1.mp3?ex=6518e381&is=65179201&hm=05731f18bbb361e8bf116fdf0ffcf5d3743695bb9055256e660737a40c754ec9&	|40.49583333333334	|15	|Interiors	|
|Fri Sep 29 2023 22:53:36 GMT-0500 (Central Daylight Time)	|Sonic & Knuckles	|Flying Battery Zone Act 1	|bgm	|Howard Drossin	|Wibdiwoh	|binaries/Sonic  Knuckles/Flying Battery Zone Act 1 by Wibdiwoh (07b6654e-9da5-4aad-bb7b-cdd9a39fed36).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1157849206212542465/FlyingBatteryZoneAct1.mp3?ex=651a1a9a&is=6518c91a&hm=d8bec3da32c69b7e9a8937284a45781e79179c8fb2384efc1805a8a3cb0336d0&	|40.49583333333334	|15	|Interiors	||volume rebalancing, sorry for the double post!
|Sat Sep 30 2023 20:06:36 GMT-0500 (Central Daylight Time)	|Sonic the Hedgehog	|Drowning	|events	|Masato Nakamura	|Wibdiwoh	|binaries/Sonic the Hedgehog/Drowning by Wibdiwoh (bc939d8d-d7bd-45af-9796-f9f888cf89ae).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1157849220905185330/Drowning.mp3?ex=651a1a9e&is=6518c91e&hm=b14fc215e50f5abc82e93bfdecedcd93568d064c0f25e4e9c368086a7541be92&	|11.683333333333334	|9	|Gloomy	|
|Sun Oct 01 2023 22:00:55 GMT-0500 (Central Daylight Time)	|StarTropics	|Test Of Island Courage (Dungeon)	|bgm	|Yoshio Hirai	|Wibdiwoh	|binaries/StarTropics/Test Of Island Courage (Dungeon) by Wibdiwoh (201ca31a-79c5-4563-8327-5877b8ee40f2).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1158348692059852811/TestOfIslandCourageDungeon.mp3?ex=651bebc9&is=651a9a49&hm=0d0ff98b09a1ffa188be335c9c34d2fc794f3b2412eb424fce85915d867d108b&	|41.04164204166666	|7	|Interiors, Happy	||small change to percussion
|Sun Oct 01 2023 22:25:26 GMT-0500 (Central Daylight Time)	|San Francisco Rush: Extreme Racing	|What's Your Name	|bgm	|Gunnar Madsen	|Wibdiwoh	|binaries/San Francisco Rush Extreme Racing/Whats Your Name by Wibdiwoh (fa79e595-1ad0-4a59-952b-a974a646fd45).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1158348710342832128/WhatsYourName.mp3?ex=651bebcd&is=651a9a4d&hm=9020391c1c5c5e317465c20c135276cefee366d11225ddd462466504d225dd0d&	|44.08613015625	|16	|Minigames, Happy	||small volume rebalancing
|Mon Oct 02 2023 00:09:13 GMT-0500 (Central Daylight Time)	|Leap Day	|Main Theme 3 (Factory Level)	|bgm	|Dave Cowen	|Schwartz Gandhi	|binaries/Leap Day/Main Theme 3 (Factory Level) by Schwartz Gandhi (7bdf15a3-6f5c-417f-82db-9c1bc47e755a).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1158348732526497862/MainTheme3FactoryLevel.mp3?ex=651bebd2&is=651a9a52&hm=0a24e7fbffac0b15a103c90cc9049f47ae8098e3331a68e84ea3b900ac8becfa&	|107.71557917708333	|7	|Interiors, Exteriors	|
|Tue Oct 03 2023 01:19:27 GMT-0500 (Central Daylight Time)	|Donkey Kong 64	|Fungi Forest (Frantic Factory Crusher Room Arrangement)	|bgm	|Grant Kirkhope	|Schwartz Gandhi	|binaries/Donkey Kong 64/Fungi Forest (Frantic Factory Crusher Room Arrangement) by Schwartz Gandhi (2f8d164c-bef2-4b4c-9e17-198b30628d85).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1158811874893238343/FungiForestFranticFactoryCrusherRoomArrangement.mp3?ex=651d9b28&is=651c49a8&hm=20e5a565bf659b3c397c19a815516d55baa1cc30c905f55a9346f25b1d3996af&	|57.33276	|5	|Interiors, Minigames, Gloomy	|
|Wed Oct 04 2023 05:06:08 GMT-0500 (Central Daylight Time)	|Touhou Gensoukyou: Lotus Land Story	|Bad Apple!! (Bonus Barrel Remix)	|bgm	|ZUN, Grant Kirkhope	|adeleine64DS, Wibdiwoh	|binaries/Touhou Gensoukyou Lotus Land Story/Bad Apple (Bonus Barrel Remix) by adeleine64DS, Wibdiwoh (7124f82b-efe7-4b05-ae1e-26353681608e).bin	|https://www.youtube.com/watch?v=U2Zihcy8bHs	|62.80893211458333	|9	|Minigames, Happy	|
|Wed Oct 04 2023 05:08:25 GMT-0500 (Central Daylight Time)	|Puyo Puyo	|Final of Puyo Puyo (Arcade)	|bgm	|Masanobu Tsukamoto, Akiyoshi Nagao	|adeleine64DS, Wibdiwoh	|binaries/Puyo Puyo/Final of Puyo Puyo (Arcade) by adeleine64DS, Wibdiwoh (65b25919-ebb8-4f41-90bb-b07f8877fafe).bin	|https://www.youtube.com/watch?v=Urlt_M7fTcA	|69.52428068750001	|16	|Fights, Happy	|
|Wed Oct 04 2023 19:12:54 GMT-0500 (Central Daylight Time)	|Metroid: Zero Mission	|Brinstar	|bgm	|Minako Hamano, Kenji Yamamoto	|OnlySpaghettiCode	|binaries/Metroid Zero Mission/Brinstar by OnlySpaghettiCode (22a609c0-d17f-407a-897b-1c8e535784e3).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1159287607214211153/Brinstar.mp3?ex=653079b8&is=651e04b8&hm=e2fc666783c4d77d8cacef15f962091b44b335af774e4dcd74a6a031a23f344b&	|58.392798750000004	|11	|Exteriors, Happy	|
|Wed Oct 04 2023 19:15:32 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: The Minish Cap	|Minish Woods	|bgm	|Mitsuhiko Takano	|OnlySpaghettiCode	|binaries/The Legend of Zelda The Minish Cap/Minish Woods by OnlySpaghettiCode (36fe605e-0b2d-41f0-8902-d546b1b9a172).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1159287622196285451/MinishWoods.mp3?ex=653079bb&is=651e04bb&hm=015bee4ca4151ca9c8844e5faf7a7bebc3898882eac4baa3ff7ee2b0932a3b3b&	|34.68	|10	|Exteriors, Calm	|
|Wed Oct 04 2023 22:21:05 GMT-0500 (Central Daylight Time)	|Chrono Trigger	|Schala's Theme	|bgm	|Yasunori Mitsuda	|OnlySpaghettiCode	|binaries/Chrono Trigger/Schalas Theme by OnlySpaghettiCode (ee00c84a-8799-4994-8008-1780cece8aaf).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1159427524854550538/SchalasTheme.mp3?ex=6530fc07&is=651e8707&hm=15644f5c566dcdee8b3f94ca2f0ca9d968880f8c3c53e54a6c9c2862f1777654&	|87.98776674999999	|15	|Exteriors, Calm	|
|Thu Oct 05 2023 14:24:44 GMT-0500 (Central Daylight Time)	|Final Fantasy IV	|Fight 2	|bgm	|Nobuo Uematsu	|OnlySpaghettiCode	|binaries/Final Fantasy IV/Fight 2 by OnlySpaghettiCode (e6e038e1-9c0b-4046-a590-54a970128ba3).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1159573594511245452/Fight2.mp3?ex=65318410&is=651f0f10&hm=2dfe0282a3b8de7d5ad00e7ca32a1f1e91e44a0324a39f29cc6a971e6e1cb555&	|64.85461225	|12	|Fights, Gloomy	|
|Thu Oct 05 2023 18:07:19 GMT-0500 (Central Daylight Time)	|Chrono Trigger	|Singing Mountain	|bgm	|Yasunori Mitsuda	|CFG_Jobber	|binaries/Chrono Trigger/Singing Mountain by CFG_Jobber (8854dbd8-f705-4df5-befb-43ebc565a4f6).bin	|https://www.youtube.com/watch?v=fNo7Jd1sDyU	|56	|15	|Interiors, Exteriors, Calm	|
|Thu Oct 05 2023 18:53:13 GMT-0500 (Central Daylight Time)	|Golden Sun	|Venus Lighthouse	|bgm	|Motoi Sakuraba	|CFG_Jobber	|binaries/Golden Sun/Venus Lighthouse by CFG_Jobber (28aecbcd-7352-4c9a-8586-94ad2f90d11d).bin	|https://www.youtube.com/watch?v=fU1_DnFzp5g	|84.37890625	|16	|Interiors, Exteriors	|
|Thu Oct 05 2023 21:03:15 GMT-0500 (Central Daylight Time)	|Super Mario Kart	|Koopa Beach	|bgm	|Soyo Oka	|OnlySpaghettiCode	|binaries/Super Mario Kart/Koopa Beach by OnlySpaghettiCode (5d4a83bf-b039-4e06-af01-39f00b7f624b).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1159806563096207382/KoopaBeach2.mp3?ex=65325d08&is=651fe808&hm=c81bff6414d3458f9ac894524da218892688e392ddbf30ac37678d04a6eadb41&	|41.625	|15	|Interiors, Exteriors, Happy	|
|Thu Oct 05 2023 23:17:23 GMT-0500 (Central Daylight Time)	|Golden Sun	|Venus Lighthouse	|bgm	|Motoi Sakuraba	|CFG_Jobber	|binaries/Golden Sun/Venus Lighthouse by CFG_Jobber (1d9d6e6f-7e23-4268-9d87-30804d00eea1).bin	|https://www.youtube.com/watch?v=fU1_DnFzp5g	|82.50390625	|16	|Interiors, Exteriors	|
|Fri Oct 06 2023 14:23:10 GMT-0500 (Central Daylight Time)	|Consoles and BIOS	|Wii Shop Channel	|bgm	|Kazumi Totaka	|Schwartz Gandhi	|binaries/Consoles and BIOS/Wii Shop Channel by Schwartz Gandhi (14216ac4-9ca6-4f6b-bc29-4dea9ff74965).bin	|https://youtu.be/EtiyzIRS-qQ	|58.180918250000005	|6	|Lobbies and Shops, Minigames, Happy	|
|Fri Oct 06 2023 18:46:06 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Mad Monster Mansion (Inside the Church)	|bgm	|Grant Kirkhope	|gloomy	|binaries/Banjo-Kazooie/Mad Monster Mansion (Inside the Church) by gloomy (f36ac7b0-2329-4440-aa74-70189f9ab96e).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1160005011200278608/MadMonsterMansionInsidetheChurch.mp3?ex=653315da&is=6520a0da&hm=e1f7052ddc565cf3e1294f37f30b3a997074ad2683c2bc2718ec1371ea910260&	|181.333424	|7	|Interiors, Gloomy	|
|Fri Oct 06 2023 22:23:41 GMT-0500 (Central Daylight Time)	|Persona 5	|Gentle Madman (Royal)	|bgm	|Shoji Meguro	|Fabulous Superstar	|binaries/Persona 5/Gentle Madman (Royal) by Fabulous Superstar (09c0b84d-5168-4636-82d0-a35e09bfb970).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1160163868077723728/GentleMadmanRoyal.mp3?ex=6533a9cc&is=652134cc&hm=0f7890d559e3444b26a41cd6711fc0af576cd26de39f0d6941dd51fa000c39da&	|149.33201911041667	|4	|Exteriors, Gloomy	|Wanted to take a shot at this and give back to the community for giving me so much entertainment. You guys rock!
|Sat Oct 07 2023 01:54:22 GMT-0500 (Central Daylight Time)	|Mega Man 2	|Wood Man	|bgm	|Takashi Tateishi	|Mr_Rippe, Wibdiwoh	|binaries/Mega Man 2/Wood Man by Mr_Rippe, Wibdiwoh (edb8894a-28d0-4ddb-ba48-95c27467961b).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1160163901766377582/WoodMan.mp3?ex=6533a9d4&is=652134d4&hm=173266e75dc7d061674f52b673c9f2faae22fccef97e04d817dc323e03afb3e2&	|41.416625249999996	|10	|Exteriors	|
|Sat Oct 07 2023 13:15:21 GMT-0500 (Central Daylight Time)	|Mortal Kombat	|In The Beginning	|bgm	|Dan Forden	|HavenKnight93	|binaries/Mortal Kombat/In The Beginning by HavenKnight93 (30ebf794-4734-4cc3-8d3f-9d996422e9b7).bin	|https://www.youtube.com/watch?v=h-KtDqNU6ZQ	|63.41499999999999	|11	|Lobbies and Shops, Interiors, Minigames, Delisted	|
|Sat Oct 07 2023 14:48:54 GMT-0500 (Central Daylight Time)	|Mortal Kombat	|Fatality!	|events	|Dan Forden	|HavenKnight93	|binaries/Mortal Kombat/Fatality by HavenKnight93 (6b570310-ae58-46e7-b637-b7f2c539a6ce).bin	|https://youtu.be/9mzzmCU6sMs	|8.6979225	|9	|Gloomy, Spawning, Collection	|
|Sat Oct 07 2023 16:39:27 GMT-0500 (Central Daylight Time)	|Mario Party	|Dodging Danger	|bgm	|Yasunori Mitsuda	|HavenKnight93	|binaries/Mario Party/Dodging Danger by HavenKnight93 (a6429fc4-56de-44ae-853c-2a0b9b7e37b3).bin	|https://www.youtube.com/watch?v=31EZmoeBoXc	|50.04778309375	|13	|Fights, Minigames, Delisted	||Added Drums at 0:30 in as it was supposed to.
Lowered the volume.
Fixed the looping bug.
Will now only play either at a Mini Game area or a Boss Fight.
|Sat Oct 07 2023 17:49:47 GMT-0500 (Central Daylight Time)	|Mortal Kombat	|Fatality!	|events	|Dan Forden	|HavenKnight93	|binaries/Mortal Kombat/Fatality by HavenKnight93 (465a3802-aaf9-471a-b69e-2435a78195ef).bin	|https://youtu.be/qSb6T96JkDg	|8.585742979166668	|10	|Gloomy, Spawning, Collection	||Updated Monkey Scream Sound
|Sat Oct 07 2023 18:09:03 GMT-0500 (Central Daylight Time)	|Mario Party	|Saving Courage	|bgm	|Yasunori Mitsuda	|goobbue	|binaries/Mario Party/Saving Courage by goobbue (d4e8c1a8-cef2-4ec9-99e3-743fd8587d2f).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1160356253625749524/SavingCourage.mp3?ex=65345cf9&is=6521e7f9&hm=9ec9ed502a13a1d1c62544655d641cd2eceace3ab6f59d73f88efafc79146098&	|23.454522	|14	|Fights, Minigames	|
|Sat Oct 07 2023 20:29:21 GMT-0500 (Central Daylight Time)	|Disney's Aladdin (Capcom)	|A Few Addendums	|majoritems	|Yuki Iwai	|HavenKnight93	|binaries/Disneys Aladdin (Capcom)/A Few Addendums by HavenKnight93 (f6c85f94-bb8f-4ccc-9629-b0da7d4cb6c9).bin	|https://www.youtube.com/watch?v=LM5fBGhAmhw	|6.81370775	|11	|Happy, Collection	||Added the missing Drum Rolls and Timpani.
Updated Instruments.
Added More Reverb.
|Sun Oct 08 2023 00:13:11 GMT-0500 (Central Daylight Time)	|Pokémon Ruby, Sapphire & Emerald	|Victory Road	|bgm	|Junichi Masuda	|UmedMuzl, HavenKnight93	|binaries/Pokémon Ruby, Sapphire  Emerald/Victory Road by UmedMuzl, HavenKnight93 (e0e76143-d41d-43d5-a549-2829c3ce2383).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1160531061256749128/VictoryRoad.mp3?ex=6534ffc6&is=65228ac6&hm=2510225efaed3d922add32b5e262db941f29b2e70b3f6933dd00ade69ef83c03&	|98.73130050000002	|11	|Exteriors	|
|Sun Oct 08 2023 01:56:54 GMT-0500 (Central Daylight Time)	|Super Mario Sunshine	|Ricco Harbor	|bgm	|Koji Kondo	|UmedMuzl	|binaries/Super Mario Sunshine/Ricco Harbor by UmedMuzl (5b54f07a-f56e-489f-b2ef-508a90cad775).bin	|https://www.youtube.com/watch?v=fAfrno-kxgc	|114.96354166666667	|15	|Exteriors, Happy	|
|Sun Oct 08 2023 11:44:40 GMT-0500 (Central Daylight Time)	|Pokémon Red, Blue & Yellow	|Battle! Champion (FRLG)	|bgm	|Junichi Masuda, Go Ichinose	|HavenKnight93	|binaries/Pokémon Red, Blue  Yellow/Battle Champion (FRLG) by HavenKnight93 (c623765d-2113-4dfc-acb6-e850fad95034).bin	|https://www.youtube.com/watch?v=Y9cKiKSSWB0	|73.9752463125	|12	|Fights, Gloomy	|
|Sun Oct 08 2023 11:48:46 GMT-0500 (Central Daylight Time)	|Pokémon Ruby, Sapphire & Emerald	|Battle! Elite Four	|bgm	|Junichi Masuda, Go Ichinose	|HavenKnight93	|binaries/Pokémon Ruby, Sapphire  Emerald/Battle Elite Four by HavenKnight93 (ead0433b-5124-43dc-9fcf-bd1e8c435286).bin	|https://youtu.be/x0SISjGCqIs	|61.717326750000005	|11	|Fights, Gloomy, Delisted	|
|Sun Oct 08 2023 14:31:16 GMT-0500 (Central Daylight Time)	|Pokémon Diamond, Pearl & Platinum	|Opening Credits	|events	|Hitomi Satō, Junichi Masuda	|HavenKnight93	|binaries/Pokémon Diamond, Pearl  Platinum/Opening Credits by HavenKnight93 (8a161ebf-3af3-42c1-8d7f-ea9da4d26e69).bin	|https://youtu.be/3XTsEE-LYzo	|19.21875	|13	|Happy, Calm, Delisted	|
|Sun Oct 08 2023 16:23:56 GMT-0500 (Central Daylight Time)	|Pokémon Diamond, Pearl & Platinum	|Battle! Arceus	|bgm	|Junichi Masuda, Go Ichinose	|HavenKnight93	|binaries/Pokémon Diamond, Pearl  Platinum/Battle Arceus by HavenKnight93 (26674e84-2a2e-4d96-a34a-475209835562).bin	|https://youtu.be/clSzF_x2YRI	|80.04166666666667	|11	|Fights, Minigames, Gloomy, Delisted	|
|Sun Oct 08 2023 17:37:48 GMT-0500 (Central Daylight Time)	|Pokémon Diamond, Pearl & Platinum	|Battle! Legendary Trio	|bgm	|Junichi Masuda, Go Ichinose	|HavenKnight93	|binaries/Pokémon Diamond, Pearl  Platinum/Battle Legendary Trio by HavenKnight93 (e7cfb923-1bd9-423a-91ca-dd0bf766f730).bin	|https://www.youtube.com/watch?v=UBPvk5lzV6I	|109.75146481250002	|12	|Fights, Gloomy	|
|Sun Oct 08 2023 18:02:17 GMT-0500 (Central Daylight Time)	|Lufia II: Rise of the Sinistrals	|Final Battle	|bgm	|Yasunori Shiono	|Sniperwave	|binaries/Lufia II Rise of the Sinistrals/Final Battle by Sniperwave (cbf68829-9f82-45f4-9cd6-93a7cbc4b70c).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1160898809480630312/FinalBattle.mp3?ex=65365644&is=6523e144&hm=c6ca4c3ed82f69e12bce38251d8ca157145049022e36fbd569dd8d365e6b51f4&	|77.6223	|12	|Fights, Lobbies and Shops	|
|Sun Oct 08 2023 20:39:12 GMT-0500 (Central Daylight Time)	|CrossCode	|Autumn's Rise	|bgm	|Deniz Akbulut	|Schwartz Gandhi	|binaries/CrossCode/Autumns Rise by Schwartz Gandhi (70c0a88c-ae35-4de3-b722-fbd335587ccf).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1160898841621581915/AutumnsRise.mp3?ex=6536564c&is=6523e14c&hm=d47ca95ed57db6f2f60ec8a9497c3c9f0c09f84b20d386462df536a3763a14bf&	|150.70961516666665	|14	|Exteriors, Calm	|might come back to this later and add more to it, but for now i think its ready
|Mon Oct 09 2023 01:00:47 GMT-0500 (Central Daylight Time)	|Phoenix Wright: Ace Attorney	|There's No Stopping Here	|majoritems	|Masakazu Sugimori	|AaronDobbe	|binaries/Phoenix Wright Ace Attorney/Theres No Stopping Here by AaronDobbe (475f847b-e10c-4177-9d3f-d2b55321076e).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1160898852782604358/TheresNoStoppingHere.mp3?ex=6536564e&is=6523e14e&hm=8990537c5d6073c0b3a8a01e8395e4b7d3d0fcc7c1e5ec890daf706cad5ee9a3&	|2.74999725	|15	|Happy, Collection	|
|Mon Oct 09 2023 20:41:35 GMT-0500 (Central Daylight Time)	|Fortnite	|Dance Moves	|events	|Phill Boucher	|ivelischpfuli	|binaries/Fortnite/Dance Moves by ivelischpfuli (027634d0-06c7-4e70-a642-e9f33c731e7c).bin	|https://www.youtube.com/watch?v=NuEp1tkXuZM	|7.1937500000000005	|10	|Happy, Collection	|
|Mon Oct 09 2023 22:21:14 GMT-0500 (Central Daylight Time)	|Mario Party 2	|Going Somewhere	|bgm	|Kazuhiko Sawaguchi	|HavenKnight93, adeleine64DS	|binaries/Mario Party 2/Going Somewhere by HavenKnight93, adeleine64DS (ae039e59-98fc-4a37-9a99-dd5887a94e43).bin	|https://www.youtube.com/watch?v=1v9jm8ZncHs	|28.246725	|15	|Fights, Lobbies and Shops, Happy, Minigames	|
|Mon Oct 09 2023 22:23:42 GMT-0500 (Central Daylight Time)	|Pokémon Ruby, Sapphire & Emerald	|Littleroot Town	|bgm	|Go Ichinose	|UmedMuzl	|binaries/Pokémon Ruby, Sapphire  Emerald/Littleroot Town by UmedMuzl (493a546b-635f-421d-9e6f-4da4d60136a7).bin	|https://www.youtube.com/watch?v=1_1nmMAs0I8	|108.77927087500001	|12	|Exteriors, Calm	||Changed strings to pizzicato, and volume events is kept after loop
|Tue Oct 10 2023 13:01:04 GMT-0500 (Central Daylight Time)	|Final Fantasy XIV	|Unbreakable	|bgm	|Masayoshi Soken	|ivelischpfuli	|binaries/Final Fantasy XIV/Unbreakable by ivelischpfuli (3deea892-4043-46cc-b42c-c446f84017a1).bin	|https://www.youtube.com/watch?v=aoZgb8oGWCU	|92.444352	|12	|Interiors, Minigames	|
|Tue Oct 10 2023 14:50:34 GMT-0500 (Central Daylight Time)	|Other	|Celestial Force	|bgm	|Wolfeni	|Wolfeni	|binaries/Other/Celestial Force by Wolfeni (c5ee624f-7145-4638-b196-c0c748226ef6).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1161391569551761488/CelestialForce.mp3?ex=6538212f&is=6525ac2f&hm=9c8ddff569e7b3cbc366fa012d076142dd0c9d6541f4a0db5a908480f95fd94e&	|129.51871968749998	|15	|Happy, Exteriors	|
|Tue Oct 10 2023 17:29:31 GMT-0500 (Central Daylight Time)	|Super Mario World 2: Yoshi's Island	|Big Boss	|bgm	|Koji Kondo	|HavenKnight93	|binaries/Super Mario World 2 Yoshis Island/Big Boss by HavenKnight93 (76e3d72b-ad63-41a8-a6b9-e8bd950c2d07).bin	|https://www.youtube.com/watch?v=I6h8gHREi68	|68.7856455	|8	|Fights, Minigames, Gloomy, Delisted	|
