Date	Game	Song	Group	Composers	Converters	Binary	Audio	Duration	Tracks	Categories	Notes
|Sat Jul 08 2023 08:03:19 GMT-0500 (Central Daylight Time)	|Pokémon Stadium 2	|Furret's Frolic	|bgm	|Hajime Wakai	|adeleine64DS	|binaries/Pokémon Stadium 2/Furrets Frolic by adeleine64DS (5f3a31d2-a18d-46b0-bc55-eb4e746e4237).bin	|https://www.youtube.com/watch?v=SgeB50kwzfE	|13.799999999999994	|7	|Happy, Minigames	|
|Sat Jul 08 2023 08:04:35 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Majora's Mask	|Astral Observatory	|bgm	|Koji Kondo	|adeleine64DS	|binaries/The Legend of Zelda Majoras Mask/Astral Observatory by adeleine64DS (733056e4-bd44-4d20-bba7-0c52da14ab9e).bin	|https://www.youtube.com/watch?v=Hx9mYOi3_Vg	|33.66668349999987	|8	|Calm, Interiors	|
|Sat Jul 08 2023 08:06:21 GMT-0500 (Central Daylight Time)	|Persona 3	|Iwatodai Dorm	|bgm	|Shoji Meguro	|adeleine64DS	|binaries/Persona 3/Iwatodai Dorm by adeleine64DS (3f01c160-b2e5-4257-872c-8998cbf030e0).bin	|https://www.youtube.com/watch?v=ICpOAyJLJdg	|65.50340671875001	|9	|	|
|Sat Jul 08 2023 17:56:04 GMT-0500 (Central Daylight Time)	|Persona 3	|Iwatodai Dorm	|bgm	|Shoji Meguro	|adeleine64DS	|binaries/Persona 3/Iwatodai Dorm by adeleine64DS (1e608d52-ebf4-4c6e-af7b-c6c7d22af7ef).bin	|https://www.youtube.com/watch?v=9Fv1-Jrv45E	|65.50340671875001	|9	|Happy, Interiors	|
|Sat Jul 08 2023 18:08:11 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Ocarina of Time	|Fairy Fountain and File Select	|bgm	|Koji Kondo	|HavenKnight93	|binaries/The Legend of Zelda Ocarina of Time/Fairy Fountain and File Select by HavenKnight93 (0e8fd2ed-630c-450d-93e6-8694fb376029).bin	|https://youtu.be/ZCvmk1lostY	|73.85418882291638	|7	|Lobbies and Shops, Interiors	|
|Sat Jul 08 2023 18:21:52 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Ocarina of Time	|Minuet of Forest	|events	|Koji Kondo	|HavenKnight93	|binaries/The Legend of Zelda Ocarina of Time/Minuet of Forest by HavenKnight93 (e0da3a95-5817-4756-b18e-2ba4302cd419).bin	|https://www.youtube.com/watch?v=sCgfo4BmcBc	|17.022916999999993	|8	|	|
|Sat Jul 08 2023 18:22:33 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Ocarina of Time	|Bolero of Fire	|events	|Koji Kondo	|HavenKnight93	|binaries/The Legend of Zelda Ocarina of Time/Bolero of Fire by HavenKnight93 (95cdc353-63de-47d4-b2d3-1b53aa63f6f3).bin	|https://www.youtube.com/watch?v=2bZIyh-xwRc	|21.381087906250023	|8	|	|
|Sat Jul 08 2023 18:24:21 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Ocarina of Time	|Serenade of Water	|events	|Koji Kondo	|HavenKnight93	|binaries/The Legend of Zelda Ocarina of Time/Serenade of Water by HavenKnight93 (dd209eac-c4e0-471a-9f80-cb3a98b35f6a).bin	|https://www.youtube.com/watch?v=BfLpCzrokgw	|17.071235447916685	|7	|	|
|Sat Jul 08 2023 18:25:21 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Ocarina of Time	|Nocturne of Shadow	|events	|Koji Kondo	|HavenKnight93	|binaries/The Legend of Zelda Ocarina of Time/Nocturne of Shadow by HavenKnight93 (ad44032d-891b-477e-a68e-26c6eecafe5d).bin	|https://www.youtube.com/watch?v=M79pyoffbu0	|23.12838144791667	|6	|	|
|Sat Jul 08 2023 18:27:12 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Ocarina of Time	|Requiem of Spirit	|events	|Koji Kondo	|HavenKnight93	|binaries/The Legend of Zelda Ocarina of Time/Requiem of Spirit by HavenKnight93 (0c08c67c-f91d-4965-90af-b9550c0bc3cd).bin	|https://www.youtube.com/watch?v=HMupYhrqmEE	|24.984273499999986	|8	|	|
|Sat Jul 08 2023 18:27:59 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Ocarina of Time	|Prelude of Light	|events	|Koji Kondo	|HavenKnight93	|binaries/The Legend of Zelda Ocarina of Time/Prelude of Light by HavenKnight93 (4513fcb4-c820-4ff8-b20e-224da1e385c8).bin	|https://www.youtube.com/watch?v=s_2xd3PdfiI	|16.005208333333332	|7	|	|
|Sat Jul 08 2023 22:15:14 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Click Clock Wood (Spring)	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Click Clock Wood (Spring) by Ballaam (92fc3976-beea-48e4-a662-95bb0685358f).bin	|https://youtu.be/r5zXtHYCNzU	|148.3401619999994	|15	|Happy, Exteriors	|
|Sat Jul 08 2023 22:15:54 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Freezeezy Peak	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Freezeezy Peak by Ballaam (625a747d-5309-42cf-8322-ad5a70b046f4).bin	|https://youtu.be/_WoOAgXtpGM	|119.17152000000092	|11	|Happy, Exteriors	|
|Sat Jul 08 2023 22:16:40 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Mad Monster Mansion	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Mad Monster Mansion by Ballaam (8192b1c8-be4a-46e0-b6e0-9081fa3c797b).bin	|https://youtu.be/6mYYCpAJ1Fo	|129.23200570312403	|14	|Gloomy, Exteriors	|
|Sat Jul 08 2023 22:17:51 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Gruntys Lair	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Gruntys Lair by Ballaam (0fb37f1e-2c33-4bc6-9a1c-0d6c9a0b5ad2).bin	|https://youtu.be/0nKdidUCzrg	|118.76436282291732	|9	|Gloomy, Interiors	|
|Sun Jul 09 2023 01:08:23 GMT-0500 (Central Daylight Time)	|Killer Instinct	|Permafrost	|bgm	|Graeme Norgate, Robin Beanland	|Wibdiwoh	|binaries/Killer Instinct/Permafrost by Wibdiwoh (64ef5c78-6943-4925-a0dd-b3f534b16bd0).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1127504971995283476/Permafrost.mp3	|36.980732249999775	|15 	|Fights	|
|Sun Jul 09 2023 03:13:18 GMT-0500 (Central Daylight Time)	|Kingdom Hearts 358/2 Days	|Vector to the Heavens	|bgm	|Yoko Shimomura	|AaronDobbe	|binaries/Kingdom Hearts 3582 Days/Vector to the Heavens by AaronDobbe (d893224d-8ab2-4108-af5e-a911bf40aea2).bin	|https://www.youtube.com/watch?v=9QaO3OxnnyI	|114.22840912500021	|13	|Fights, Gloomy	|
|Sun Jul 09 2023 13:04:32 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Click Clock Wood (Spring)	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Click Clock Wood (Spring) by Ballaam (722a3389-b810-459d-a8e9-1635d2af1a84).bin	|https://www.youtube.com/watch?v=r5zXtHYCNzU	|148.3401619999994	|15	|Happy, Exteriors	|
|Sun Jul 09 2023 18:26:49 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Ocarina of Time	|The Race Is On!	|bgm	|Koji Kondo	|Fiy3ro	|binaries/The Legend of Zelda Ocarina of Time/The Race Is On by Fiy3ro (e23f034a-0ac8-45e3-b2d3-57b9c19174d0).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1127748058281685024/TheRaceIsOn.mp3	|40.912926041667575	|8	|Minigames, Happy	|
|Sun Jul 09 2023 20:57:41 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Advent	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Advent by Ballaam (0e2ce343-b136-4080-90f6-d6b419d42887).bin	|https://youtu.be/DT7qxm6yaJ8	|51.689852156250154	|7	|Lobbies and Shops, Calm	|
|Sun Jul 09 2023 20:58:25 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Boss Boom Box	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Boss Boom Box by Ballaam (def9ad8c-525f-4959-9bf3-b934c21fdc69).bin	|https://youtu.be/6QiW0q6r8t4	|55.79993166666665	|9	|Fights	|
|Sun Jul 09 2023 20:59:11 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Click Clock Wood (Autumn)	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Click Clock Wood (Autumn) by Ballaam (777bad4b-3ead-43e5-b195-24847d53316f).bin	|https://youtu.be/Fy45P_yyu1Q	|123.0	|10	|Exteriors, Calm	|
|Sun Jul 09 2023 20:59:58 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Click Clock Wood (Summer)	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Click Clock Wood (Summer) by Ballaam (027318e5-6e13-4b4d-bd1f-b940ca79f46c).bin	|https://youtu.be/q_acVx0vlaM	|137.9986199999995	|13	|Exteriors, Calm	|
|Sun Jul 09 2023 21:00:43 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Click Clock Wood (Winter)	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Click Clock Wood (Winter) by Ballaam (9a347e76-049b-43a9-b9af-6b4575d04352).bin	|https://youtu.be/pyganLRDVXI	|135.99999999999991	|10	|Exteriors, Calm	|
|Sun Jul 09 2023 21:01:24 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Clanker's Cavern	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Clankers Cavern by Ballaam (924f5a8c-51a9-4096-9eb9-0f28a79a3b94).bin	|https://youtu.be/TKoLMki0PWE	|120.00000000000026	|8	|Exteriors	|
|Sun Jul 09 2023 21:02:15 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Gobi's Valley (Jinxy)	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Gobis Valley (Jinxy) by Ballaam (4970607c-74af-4235-85ee-8551c048e63b).bin	|https://youtu.be/fVuyKM8rasY	|129.329	|13	|Exteriors	|
|Sun Jul 09 2023 21:02:58 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Rusty Bucket Bay	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Rusty Bucket Bay by Ballaam (98449fdd-9774-40fc-bd82-ffdcabdb5735).bin	|https://youtu.be/8ur6er2c0gQ	|113.99999999999947	|9	|Exteriors, Happy	|
|Sun Jul 09 2023 21:03:33 GMT-0500 (Central Daylight Time)	|Banjo-Kazooie	|Top of the Lair	|bgm	|Grant Kirkhope	|Ballaam	|binaries/Banjo-Kazooie/Top of the Lair by Ballaam (4250cae7-27df-454f-8a78-ca425319072d).bin	|https://youtu.be/i_hORllhUuk	|136.336	|10	|Interiors, Gloomy	|
|Mon Jul 10 2023 02:51:42 GMT-0500 (Central Daylight Time)	|Sonic & Knuckles	|Sky Sanctuary Zone	|bgm	|Howard Drossin, Sachio Ogawa, Jun Senoue, Tatsuyuki Maeda	|Wibdiwoh	|binaries/Sonic  Knuckles/Sky Sanctuary Zone by Wibdiwoh (94b30f57-f8a0-4870-bbc2-f924e56df380).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1127894676754677760/SkySanctuaryZone.mp3	|58.82649237500021	|13	|Exteriors	|
|Mon Jul 10 2023 03:15:35 GMT-0500 (Central Daylight Time)	|Bermuda Syndrome	|Jungle 1	|bgm	|Tom Holewa, Jörg Martin Schwiezer	|Wibdiwoh	|binaries/Bermuda Syndrome/Jungle 1 by Wibdiwoh (27e62773-a816-4869-9903-4ceced722e60).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1127894720719376414/Jungle1.mp3	|128.1249999999983	|15	|Exteriors, Happy	|
|Mon Jul 10 2023 07:38:58 GMT-0500 (Central Daylight Time)	|Spyro 2: Ripto's Rage!	|Level Complete	|majoritems	|Michael Gollom, Harry Woolway, Ron Horwitz	|adeleine64DS	|binaries/Spyro 2 Riptos Rage/Level Complete by adeleine64DS (7242fcad-9560-44a6-9c98-76ee3e47162a).bin	|https://www.youtube.com/watch?v=ofY1YG93F7k	|1.769299583333333	|3	|Happy, Collection	|
|Tue Jul 11 2023 10:19:57 GMT-0500 (Central Daylight Time)	|Bomberman Hero	|Redial	|bgm	|Jun Chikuma	|adeleine64DS, Wibdiwoh	|binaries/Bomberman Hero/Redial by adeleine64DS, Wibdiwoh (78c85562-321d-4e14-b353-c727fbb1f422).bin	|https://www.youtube.com/watch?v=wJrtMhHh6KY	|	|	|	|
|Wed Jul 12 2023 02:52:20 GMT-0500 (Central Daylight Time)	|Phoenix Wright: Ace Attorney	|Dick Gumshoe - That's "Detective Gumshoe," Pal!	|bgm	|Masakazu Sugimori	|AaronDobbe	|binaries/Phoenix Wright Ace Attorney/Dick Gumshoe - Thats Detective Gumshoe, Pal by AaronDobbe (45a135c1-97c1-4db7-a9ca-01fa65736371).bin	|https://www.youtube.com/watch?v=XdPO9LAITBM	|54.818227500000006	|12	|Interiors, Exteriors, Gloomy	|
|Wed Jul 12 2023 05:55:14 GMT-0500 (Central Daylight Time)	|Bomberman Hero	|Redial	|bgm	|Jun Chikuma	|adeleine64DS, Wibdiwoh	|binaries/Bomberman Hero/Redial by adeleine64DS, Wibdiwoh (0fbf4cf5-6c47-479e-9a42-e2615afbbd9c).bin	|https://www.youtube.com/watch?v=mf-yFVcgDSY	|55.93551650000061	|16	|Interiors, Happy	|
|Thu Jul 13 2023 07:49:44 GMT-0500 (Central Daylight Time)	|Pepsiman	|Stage 2	|bgm	|James Shimoji	|adeleine64DS	|binaries/Pepsiman/Stage 2 by adeleine64DS (51d92641-6f6b-4281-9c23-111466cdec0e).bin	|https://www.youtube.com/watch?v=kb6UBR0inDY	|63.48026844791616	|15	|Happy, Exteriors	|
|Thu Jul 13 2023 15:44:54 GMT-0500 (Central Daylight Time)	|International Superstar Soccer 64	|Fanfare 3	|events	|Tsutomu Ogura, Harumi Ueko	|adeleine64DS	|binaries/International Superstar Soccer 64/Fanfare 3 by adeleine64DS (bf7e8f84-f68d-4555-861a-55b97dd5d07e).bin	|https://youtu.be/h0t0RYiTfRg	|6.305739000000007	|14	|Happy, Spawning	|
|Thu Jul 13 2023 17:50:58 GMT-0500 (Central Daylight Time)	|Donkey Kong 64	|K. Rool (Klungo Remix)	|bgm	|Grant Kirkhope, BTHive	|UmedMuzl	|binaries/Donkey Kong 64/K Rool (Klungo Remix) by UmedMuzl (3e65a132-32b5-42d0-8bd0-b82ec1e9c452).bin	|https://youtu.be/-sVifdbNVTQ	|163.77761399999739	|9	|Fights	|
|Thu Jul 13 2023 22:55:22 GMT-0500 (Central Daylight Time)	|Mario & Luigi: Bowser's Inside Story	|In the final	|bgm	|Yoko Shimomura	|Wolfeni	|binaries/Mario  Luigi Bowsers Inside Story/In the final by Wolfeni (93666643-4508-488b-87f7-558d769a575f).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1129359105409155082/Inthefinal.mp3	|89.23067999999901	|13	|Fights	|
|Fri Jul 14 2023 05:38:40 GMT-0500 (Central Daylight Time)	|International Superstar Soccer 64	|Title Screen	|events	|Tsutomu Ogura, Harumi Ueko	|adeleine64DS	|binaries/International Superstar Soccer 64/Title Screen by adeleine64DS (413d45f8-9dbf-4994-9be2-f69537b41d7e).bin	|https://www.youtube.com/watch?v=JoTJxKd_XLA	|6.3871005000000025	|15	|Happy, Collection	|
|Sat Jul 15 2023 08:36:33 GMT-0500 (Central Daylight Time)	|Super Smash Bros. Melee	|Targets!	|bgm	|Shogo Sakai, Hirokazu Ando & Tadashi Ikegami	|OnlySpaghettiCode	|binaries/Super Smash Bros Melee/Targets by OnlySpaghettiCode (e38b6b56-3b27-4740-8d05-65486317572e).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1129773408738099260/Targets.mp3	|34.86206024999984	|15	|Minigames	|
|Sat Jul 15 2023 14:31:31 GMT-0500 (Central Daylight Time)	|Final Fantasy IX	|Black Mage Village	|bgm	|Nobuo Uematsu	|OnlySpaghettiCode	|binaries/Final Fantasy IX/Black Mage Village by OnlySpaghettiCode (b08711ba-0d10-414b-91e6-2af7655270b5).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1129859874126315681/BlackMageVillage.mp3	|94.76465849999796	|13	|Exteriors, Gloomy	|
|Sat Jul 15 2023 15:20:01 GMT-0500 (Central Daylight Time)	|Super Mario Sunshine	|Noki Bay	|bgm	|Koji Kondo	|UmedMuzl	|binaries/Super Mario Sunshine/Noki Bay by UmedMuzl (ecd7540c-c5b1-462e-9ff6-4870a6746d28).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1129872225206534216/NokiBay.mp3	|194.4942944999907	|15	|Calm, Exteriors	|
|Sat Jul 15 2023 16:44:13 GMT-0500 (Central Daylight Time)	|Kirby Super Star	|Cocoa Cave	|bgm	|Jun Ishikawa	|OnlySpaghettiCode	|binaries/Kirby Super Star/Cocoa Cave by OnlySpaghettiCode (42b0ece5-2fd2-4a1f-90be-181104a712f8).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1129903798375165962/CocoaCave.mp3	|63.52000000000014	|16	|Minigames, Happy	|
|Sat Jul 15 2023 17:21:55 GMT-0500 (Central Daylight Time)	|Touhou Koumakyou: The Embodiment of Scarlet Devil	|U.N. Owen Was Her?	|bgm	|ZUN	|Wolfeni, Bismuth	|binaries/Touhou Koumakyou The Embodiment of Scarlet Devil/UN Owen Was Her by Wolfeni, Bismuth (1f3df566-b1b2-402e-8c9b-c21b802dbfbf).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1129903818394583051/U.N.OwenWasHer.mp3	|123.01525011458452	|16	|Fights	|
|Sat Jul 15 2023 17:40:53 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Spirit Tracks	|In the Fields	|bgm	|Toru Minegishi & Manaka Tominaga	|OnlySpaghettiCode	|binaries/The Legend of Zelda Spirit Tracks/In the Fields by OnlySpaghettiCode (16ab0d46-d465-4c1d-abe7-936b67f2d30c).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1129907727716585522/IntheFields.mp3	|40.6355310833334	|10	|Exteriors, Calm, Happy	|
|Sun Jul 16 2023 06:45:11 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: Spirit Tracks	|Realm Overworld	|bgm	|Toru Minegishi & Manaka Tominaga	|OnlySpaghettiCode	|binaries/The Legend of Zelda Spirit Tracks/Realm Overworld by OnlySpaghettiCode (fcf28caa-fa10-4615-8d7b-9cc9d2c7b234).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1130120254450843704/RealmOverworld.mp3	|122.02909533333653	|16	|Exteriors, Calm, Happy	|
|Sun Jul 16 2023 07:57:15 GMT-0500 (Central Daylight Time)	|Perfect Dark	|Chicago: Stealth	|bgm	|Grant Kirkhope	|adeleine64DS	|binaries/Perfect Dark/Chicago Stealth by adeleine64DS (964d6ac1-f00d-44c2-9339-541fab293fd4).bin	|https://www.youtube.com/watch?v=q_0s8wIw7uM	|171.00008549999922	|11	|Exteriors, Gloomy	|
|Sun Jul 16 2023 17:07:16 GMT-0500 (Central Daylight Time)	|Super Smash Bros. Melee	|Targets!	|bgm	|Shogo Sakai, Hirokazu Ando & Tadashi Ikegami	|OnlySpaghettiCode	|binaries/Super Smash Bros Melee/Targets by OnlySpaghettiCode (2f0dc228-d31b-4ab7-854e-0e13b81b4f68).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1130260177879318558/Targets.mp3	|34.86206024999984	|15	|Minigames	|
|Sun Jul 16 2023 18:31:23 GMT-0500 (Central Daylight Time)	|Conker's Bad Fur Day	|Windy & Co	|bgm	|Robin Beanland	|Ballaam	|binaries/Conkers Bad Fur Day/Windy  Co by Ballaam (bff3fb24-3dae-4bac-bad1-59f1d1b59271).bin	|https://youtu.be/QKSyMGrI8s8	|183.09418682291246	|11	|Exteriors, Happy, Minigames	|
|Sun Jul 16 2023 22:32:22 GMT-0500 (Central Daylight Time)	|Fire Emblem: Genealogy of the Holy War	|Army of Verdane	|bgm	|Yuka Tsujiyoko	|JXJacob	|binaries/Fire Emblem Genealogy of the Holy War/Army of Verdane by JXJacob (be57138c-5c7c-4ee3-b811-d12316b22aac).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1130346249149751347/ArmyofVerdane.mp3	|54.002604166666714	|9	|Interiors, Exteriors	|
|Mon Jul 17 2023 02:30:12 GMT-0500 (Central Daylight Time)	|Bomberman 64	|Masker	|bgm	|Akifumi Tada	|AaronDobbe	|binaries/Bomberman 64/Masker by AaronDobbe (dc522154-4604-48f7-8759-1e5171e04759).bin	|https://www.youtube.com/watch?v=v2B85MxV724	|62.43124999999938	|14	|Fights, Minigames	|
|Mon Jul 17 2023 05:55:44 GMT-0500 (Central Daylight Time)	|Barney's Hide & Seek Game	|Level Complete	|events	|Eric Swanson	|adeleine64DS	|binaries/Barneys Hide  Seek Game/Level Complete by adeleine64DS (b0c187ba-1abc-4247-9781-f383c5905c46).bin	|https://www.youtube.com/watch?v=rmEW9rGqP2g	|4.5056855729166685	|6	|Happy, Collection	|
|Tue Jul 18 2023 00:21:33 GMT-0500 (Central Daylight Time)	|Super Mario Sunshine	|Gelato Beach	|bgm	|Koji Kondo	|UmedMuzl	|binaries/Super Mario Sunshine/Gelato Beach by UmedMuzl (28cdc500-b74d-4ac0-af55-8fb26a69f69c).bin	|https://youtu.be/xvCgqvorMyI	|86.74532349999961	|16	|Exteriors, Happy	|
|Tue Jul 18 2023 08:22:54 GMT-0500 (Central Daylight Time)	|Conker's Bad Fur Day	|Bats	|bgm	|Robin Beanland	|ShyGuySupreme	|binaries/Conkers Bad Fur Day/Bats by ShyGuySupreme (a763be65-aa9a-4cce-883d-26899444c348).bin	|https://youtu.be/jZfLGrfV4-o	|150.42994287499988	|13	|Minigames, Interiors, Exteriors	|
|Wed Jul 19 2023 01:05:31 GMT-0500 (Central Daylight Time)	|Pac-Man World 2	|Blade Mountain	|bgm	|David Logan	|UmedMuzl	|binaries/Pac-Man World 2/Blade Mountain by UmedMuzl (30b62f86-d6ac-4993-9678-39f61fe35023).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131152786101387294/BladeMountain.mp3	|185.59047084375715	|12	|Exteriors, Fights	|
|Wed Jul 19 2023 02:00:11 GMT-0500 (Central Daylight Time)	|The Legend of Zelda: The Wind Waker	|Command Melody	|events	|Kenta Nagata	|UmedMuzl	|binaries/The Legend of Zelda The Wind Waker/Command Melody by UmedMuzl (5df49311-036d-4e31-979b-f93a45de6157).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131152800450101248/CommandMelody.mp3	|4.394094333333333	|14	|Spawning	|
|Wed Jul 19 2023 13:15:35 GMT-0500 (Central Daylight Time)	|Pokémon Snap	|Valley	|bgm	|Ikuko Mimori	|adeleine64DS	|binaries/Pokémon Snap/Valley by adeleine64DS (889db22c-c89a-401a-8682-a5651240a282).bin	|https://www.youtube.com/watch?v=tJe4vEorIoY	|52.21875000000014	|15	|Exteriors, Happy	|
|Wed Jul 19 2023 22:52:11 GMT-0500 (Central Daylight Time)	|Pac-Man World 2	|B-Doing Woods	|bgm	|David Logan	|UmedMuzl	|binaries/Pac-Man World 2/B-Doing Woods by UmedMuzl (d252d5b1-0fff-4cea-8f53-8f214b2f23a3).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131792173298360441/B-DoingWoods.mp3	|180.00004499999665	|11	|Exteriors, Happy	|
|Thu Jul 20 2023 22:29:52 GMT-0500 (Central Daylight Time)	|Super Mario 64	|Race Fanfare	|events	|Koji Kondo	|UmedMuzl	|binaries/Super Mario 64/Race Fanfare by UmedMuzl (fd892a03-bdce-4ee1-8b31-9e940799ae72).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131887875315736626/RaceFanfare.wav	|4.007571749999999	|5	|	|
|Fri Jul 21 2023 00:19:29 GMT-0500 (Central Daylight Time)	|Mario Paint	|Creative Exercise	|bgm	|Kazumi Totaka, Hirokazu Tanaka, Ryoji Yoshiyomi	|UmedMuzl	|binaries/Mario Paint/Creative Exercise by UmedMuzl (ffc20b1a-03ba-403a-acf3-b1aa42749962).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131887903308517417/BGM1.mp3	|105.6817124999993	|7	|Minigames, Delisted	|
|Fri Jul 21 2023 02:48:03 GMT-0500 (Central Daylight Time)	|Bermuda Syndrome	|Jungle 1	|bgm	|Tom Holewa, Jörg Martin Schwiezer	|Wibdiwoh	|binaries/Bermuda Syndrome/Jungle 1 by Wibdiwoh (72b25c41-2b3f-4279-a621-c05019fff5ca).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131887942407823400/Jungle1.mp3	|128.1249999999983	|15	|Exteriors, Happy	|
|Fri Jul 21 2023 02:49:17 GMT-0500 (Central Daylight Time)	|Donkey Kong Country 2: Diddy's Kong Quest	|Death Theme	|events	|David Wise	|Wibdiwoh	|binaries/Donkey Kong Country 2 Diddys Kong Quest/Death Theme by Wibdiwoh (2da1eef7-1b1e-4ac6-b0bf-628d5d3c2a1c).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131887955468894268/DeathTheme.mp3	|4.0625	|6	|Gloomy	|
|Fri Jul 21 2023 02:51:14 GMT-0500 (Central Daylight Time)	|Donkey Kong Country 2: Diddy's Kong Quest	|Dixie's Victory Fanfare	|events	|David Wise	|Wibdiwoh	|binaries/Donkey Kong Country 2 Diddys Kong Quest/Dixies Victory Fanfare by Wibdiwoh (444b242c-24c0-48e4-90e6-e3731986ae89).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131887969867939933/DixiesVictoryFanfare.mp3	|6.613641875000019	|9	|Happy	|
|Fri Jul 21 2023 02:52:27 GMT-0500 (Central Daylight Time)	|Harald Hardtand: Kampen om de rene taender	|Main Theme	|bgm	|Thomas Mogensen, Jens-Christian Huus	|Wibdiwoh	|binaries/Harald Hardtand Kampen om de rene taender/Main Theme by Wibdiwoh (65cbad4a-2e69-4eb1-b48b-b47466113448).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131887999727186042/MainTheme.mp3	|76.87500000000058	|8	|Exteriors, Happy	|
|Fri Jul 21 2023 02:53:22 GMT-0500 (Central Daylight Time)	|Killer Instinct	|Permafrost	|bgm	|Graeme Norgate, Robin Beanland	|Wibdiwoh	|binaries/Killer Instinct/Permafrost by Wibdiwoh (993fca1a-2cd3-4ab0-bab5-259ee49d289d).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131888021915050004/Permafrost.mp3	|36.980732249999775	|15	|Fights	|
|Fri Jul 21 2023 02:54:41 GMT-0500 (Central Daylight Time)	|The King of Fighters 2002: Challenge to Ultimate Battle	|Character Select	|events	|Twofive, Yasufumi Fukuda, Makoto Asai, Teruo Konishi	|Wibdiwoh	|binaries/The King of Fighters 2002 Challenge to Ultimate Battle/Character Select by Wibdiwoh (23966143-a24b-4f2c-96e7-71cbcfe93460).bin	|https://cdn.discordapp.com/attachments/1097234540373745854/1131888035638812743/CharacterSelect.mp3	|3.80859375	|11	|Collection	|
